t,a,v,d
0.0,-0.047,0.0,0.0
0.0070000000050640665,0.023,-0.0,-0.0
0.0070000000050640665,0.028,-0.0,-0.0
0.0070000000050640665,0.029,-0.0,-0.0
0.015000000006693881,-0.026,-0.0,-0.0
0.015000000006693881,-0.031,-0.0,-0.0
0.02500000000145519,-0.003,-0.0,-0.0
0.02500000000145519,-0.001,-0.0,-0.0
0.03900000000430737,-0.002,-0.0,-0.0
0.04800000000250293,0.01,-0.0,-0.0
0.05500000000029104,0.004,-0.0,-0.0
0.05500000000029104,0.003,-0.0,-0.0
0.06400000000576256,-0.017,-0.0,-0.0
0.06400000000576256,-0.019,-0.0,-0.0
0.06900000000314321,0.026,-0.0,-0.0
0.06900000000314321,0.029,-0.0,-0.0
0.08300000000599539,0.014,0.0,-0.0
0.08300000000599539,0.013,0.0,-0.0
0.09200000000419095,0.018,0.0,-0.0
0.09200000000419095,0.019,0.0,-0.0
0.10800000000017462,-0.009,0.0,-0.0
0.10800000000017462,-0.011,0.0,-0.0
0.10800000000017462,-0.012,0.0,-0.0
0.12400000000343425,0.018,0.0,-0.0
0.12400000000343425,0.02,0.0,-0.0
0.13100000000122236,-0.004,0.0,-0.0
0.13100000000122236,-0.006,0.0,-0.0
0.14000000000669388,0.009,0.0,0.0
0.14000000000669388,0.01,0.0,0.0
0.15600000000267755,0.006,0.001,0.0
0.16300000000046566,-0.013,0.001,0.0
0.16300000000046566,-0.014,0.001,0.0
0.16300000000046566,-0.015,0.001,0.0
0.17100000000209548,0.006,0.0,0.0
0.17100000000209548,0.007,0.0,0.0
0.18000000000029104,-0.004,0.0,0.0
0.18000000000029104,-0.005,0.0,0.0
0.1860000000015134,-0.008,0.0,0.0
0.1870000000053551,-0.009,0.0,0.0
0.19700000000011642,-0.021,0.0,0.0
0.19700000000011642,-0.022,0.0,0.0
0.2110000000029686,0.002,0.0,0.0
0.22000000000116415,0.04,0.0,0.0
0.22100000000500586,0.043,0.0,0.0
0.23500000000058208,-0.01,0.001,0.0
0.23500000000058208,-0.015,0.001,0.0
0.2440000000060536,-0.014,0.0,0.0
0.2510000000038417,0.019,0.0,0.0
0.2510000000038417,0.022,0.0,0.0
0.26000000000203727,0.013,0.001,0.0
0.26000000000203727,0.012,0.001,0.0
0.2669999999998254,-0.013,0.001,0.0
0.2669999999998254,-0.015,0.001,0.0
0.2760000000052969,-0.006,0.001,0.0
0.2760000000052969,-0.005,0.001,0.0
0.283000000003085,-0.021,0.0,0.0
0.283000000003085,-0.022,0.0,0.0
0.283000000003085,-0.023,0.0,0.0
0.29200000000128057,-0.025,0.0,0.0
0.3080000000045402,-0.036,-0.0,0.0
0.3080000000045402,-0.037,-0.0,0.0
0.3150000000023283,-0.003,-0.0,0.0
0.3150000000023283,-0.001,-0.0,0.0
0.32400000000052387,-0.002,-0.0,0.0
0.33100000000558794,0.02,-0.0,0.0
0.33100000000558794,0.021,-0.0,0.0
0.3400000000037835,-0.001,-0.0,0.0
0.3400000000037835,-0.002,-0.0,0.0
0.3470000000015716,-0.009,-0.0,0.0
0.3470000000015716,-0.01,-0.0,0.0
0.35599999999976717,0.011,-0.0,0.0
0.35599999999976717,0.012,-0.0,0.0
0.3720000000030268,0.006,-0.0,0.0
0.3720000000030268,0.005,-0.0,0.0
0.386000000005879,-0.039,-0.0,0.0
0.3870000000024447,-0.042,-0.0,0.0
0.3870000000024447,-0.043,-0.0,0.0
0.397000000004482,-0.034,-0.001,0.0
0.397000000004482,-0.033,-0.001,0.0
0.4110000000000582,-0.002,-0.001,0.0
0.4120000000038999,0.0,-0.001,0.0
0.4120000000038999,0.001,-0.001,0.0
0.42000000000552973,-0.037,-0.001,0.0
0.42000000000552973,-0.04,-0.001,0.0
0.42000000000552973,-0.041,-0.001,0.0
0.42700000000331784,-0.02,-0.001,0.0
0.42700000000331784,-0.018,-0.001,0.0
0.4360000000015134,-0.012,-0.002,-0.0
0.4360000000015134,-0.011,-0.002,-0.0
0.44300000000657747,0.026,-0.001,-0.0
0.44300000000657747,0.029,-0.001,-0.0
0.45200000000477303,0.022,-0.001,-0.0
0.45200000000477303,0.021,-0.001,-0.0
0.45900000000256114,-0.036,-0.001,-0.0
0.45900000000256114,-0.041,-0.001,-0.0
0.4680000000007567,0.01,-0.001,-0.0
0.4680000000007567,0.014,-0.001,-0.0
0.48400000000401633,0.025,-0.001,-0.0
0.48400000000401633,0.026,-0.001,-0.0
0.49100000000180444,0.015,-0.001,-0.0
0.49100000000180444,0.014,-0.001,-0.0
0.5,0.027,-0.001,-0.0
0.5,0.028,-0.001,-0.0
0.5160000000032596,-0.018,-0.001,-0.0
0.5160000000032596,-0.021,-0.001,-0.0
0.5160000000032596,-0.022,-0.001,-0.0
0.5230000000010477,0.001,-0.001,-0.0
0.5230000000010477,0.003,-0.001,-0.0
0.5320000000065193,0.012,-0.001,-0.0
0.5320000000065193,0.013,-0.001,-0.0
0.5470000000059372,-0.003,-0.001,-0.0
0.5480000000025029,-0.004,-0.001,-0.0
